sales_id,Customer_ID,Age,Gender,Loyalty_Member,Product_Type,SKU,Rating,Order_Status,Payment_Method,Total_Price,Unit_Price,Quantity,Purchase_Date,Shipping_Type,Add_ons_Purchased,Add_on_Total
19568,19615,35,Female,Yes,Tablet,TBL345,5,Cancelled,Bank Transfer,4718.46,786.41,6,2024-05-26,Expedited,,0
19569,19615,35,Female,No,Smartphone,SMP234,3,Cancelled,PayPal,4558.72,1139.68,4,2024-08-02,Expedited,"Impulse Item, Extended Warranty",110.64
19570,19616,44,Female,No,Headphones,HDP456,4,Completed,Credit Card,361.18,361.18,1,2024-04-06,Same Day,"Extended Warranty, Extended Warranty, Accessory",156.55
19571,19616,44,Female,No,Headphones,HDP456,1,Completed,Credit Card,722.36,361.18,2,2024-06-04,Same Day,,0
19572,19617,80,Male,No,Laptop,LTP123,5,Completed,Credit Card,4045.92,674.32,6,2024-05-10,Expedited,Extended Warranty,44.21
19573,19619,28,Female,Yes,Smartwatch,SWT567,1,Completed,Bank Transfer,2297.5,459.5,5,2024-08-24,Standard,"Accessory, Extended Warranty",148.84
19574,19620,52,Male,No,Smartwatch,SWT567,5,Cancelled,Credit Card,3216.5,459.5,7,2024-06-19,Expedited,Extended Warranty,15.57
19575,19621,76,Female,No,Laptop,LTP123,3,Cancelled,Credit Card,674.32,674.32,1,2024-06-24,Expedited,Impulse Item,99.23
19576,19622,31,Female,Yes,Smartwatch,SWT567,1,Completed,Bank Transfer,1378.5,459.5,3,2024-08-01,Expedited,Extended Warranty,13.08
19577,19623,71,Male,Yes,Smartwatch,SWT567,4,Completed,Credit Card,3676,459.5,8,2024-02-13,Expedited,"Impulse Item, Accessory",122.06
19578,19623,71,Male,No,Laptop,LTP123,2,Completed,Credit Card,2697.28,674.32,4,2024-05-09,Standard,Accessory,46.65
19579,19624,28,Male,No,Headphones,HDP456,1,Completed,Bank Transfer,361.18,361.18,1,2024-01-09,Expedited,"Accessory, Accessory, Accessory",100.07
19580,19625,36,Female,No,Headphones,HDP456,2,Completed,PayPal,1805.9,361.18,5,2024-02-01,Standard,"Impulse Item, Impulse Item",154.32
19581,19625,36,Female,No,Smartphone,SMP234,5,Completed,Bank Transfer,1139.68,1139.68,1,2024-07-24,Expedited,"Extended Warranty, Accessory, Impulse Item",148.85
19582,19626,66,Female,Yes,Smartphone,SMP234,1,Cancelled,Credit Card,7977.76,1139.68,7,2024-03-10,Expedited,"Extended Warranty, Extended Warranty, Impulse Item",96.02
19583,19627,34,Female,No,Smartwatch,SWT567,3,Cancelled,Bank Transfer,4135.5,459.5,9,2024-08-26,Expedited,"Impulse Item, Impulse Item, Accessory",193.6
19584,19628,39,Female,Yes,Smartphone,SMP234,2,Cancelled,Bank Transfer,10257.12,1139.68,9,2024-08-31,Standard,Extended Warranty,78.49
19585,19629,54,Male,Yes,Smartphone,SMP234,5,Cancelled,Credit Card,9117.44,1139.68,8,2024-02-07,Expedited,"Accessory, Accessory, Extended Warranty",152.6
19586,19629,54,Male,No,Headphones,HDP456,1,Completed,Credit Card,1444.72,361.18,4,2024-06-01,Standard,Extended Warranty,63.52
19587,19629,54,Male,Yes,Laptop,LTP123,3,Cancelled,Bank Transfer,1348.64,674.32,2,2024-08-31,Expedited,Impulse Item,10.43
19588,19630,44,Female,Yes,Smartphone,SMP234,2,Completed,Bank Transfer,1139.68,1139.68,1,2024-01-07,Same Day,"Extended Warranty, Impulse Item, Accessory",90.37
19589,19630,44,Female,No,Headphones,HDP456,5,Completed,Bank Transfer,3250.62,361.18,9,2024-04-07,Expedited,"Accessory, Accessory",39.24
19590,19630,44,Female,No,Headphones,HDP456,2,Cancelled,PayPal,1444.72,361.18,4,2024-04-14,Standard,"Accessory, Impulse Item",187.71
19591,19630,44,Female,No,Headphones,HDP456,3,Completed,PayPal,361.18,361.18,1,2024-05-01,Same Day,Impulse Item,10.82
19592,19630,44,Female,Yes,Tablet,TBL345,5,Completed,Bank Transfer,2359.23,786.41,3,2024-05-05,Expedited,"Extended Warranty, Impulse Item, Impulse Item",130.87
19593,19631,77,Female,Yes,Smartwatch,SWT567,1,Cancelled,Bank Transfer,3676,459.5,8,2024-01-26,Same Day,Accessory,86.71
19594,19631,77,Female,No,Headphones,HDP456,5,Cancelled,PayPal,1444.72,361.18,4,2024-02-25,Expedited,"Impulse Item, Extended Warranty",156.96
19595,19632,52,Male,Yes,Smartphone,SMP234,4,Cancelled,PayPal,9117.44,1139.68,8,2024-06-16,Standard,"Extended Warranty, Extended Warranty",129.89
19596,19633,33,Male,Yes,Laptop,LTP123,1,Completed,PayPal,6068.88,674.32,9,2024-05-26,Standard,,0
19597,19633,33,Male,No,Laptop,LTP123,5,Cancelled,PayPal,6743.2,674.32,10,2024-07-01,Expedited,"Impulse Item, Extended Warranty, Accessory",63.26
19598,19633,33,Male,No,Smartwatch,SWT567,4,Completed,PayPal,3676,459.5,8,2024-07-29,Same Day,Accessory,93.94
19599,19635,24,Female,No,Headphones,HDP456,5,Completed,Bank Transfer,1805.9,361.18,5,2024-04-02,Standard,"Impulse Item, Accessory",127.81
19600,19635,24,Female,No,Smartphone,SMP234,5,Completed,Credit Card,4558.72,1139.68,4,2024-05-04,Standard,"Impulse Item, Impulse Item",98.29
19601,19636,30,Female,Yes,Headphones,HDP456,5,Cancelled,Bank Transfer,361.18,361.18,1,2024-07-24,Same Day,Impulse Item,95.14
19602,19640,43,Male,Yes,Smartwatch,SWT567,4,Cancelled,Bank Transfer,1378.5,459.5,3,2024-06-15,Same Day,,0
19603,19642,73,Female,Yes,Smartwatch,SWT567,2,Cancelled,Bank Transfer,1378.5,459.5,3,2024-05-16,Expedited,"Accessory, Extended Warranty",143.02
19604,19642,73,Female,Yes,Smartphone,SMP234,5,Completed,Bank Transfer,7977.76,1139.68,7,2024-08-16,Same Day,,0
19605,19645,63,Male,No,Smartphone,SMP234,5,Completed,Credit Card,10257.12,1139.68,9,2024-01-13,Standard,"Extended Warranty, Extended Warranty, Impulse Item",170.11
19606,19645,63,Male,Yes,Smartwatch,SWT567,5,Cancelled,Bank Transfer,2297.5,459.5,5,2024-06-14,Same Day,,0
19607,19645,63,Male,Yes,Smartwatch,SWT567,5,Completed,Bank Transfer,2757,459.5,6,2024-07-16,Standard,Accessory,41.15
19608,19646,43,Female,No,Laptop,LTP123,4,Completed,Bank Transfer,2697.28,674.32,4,2024-04-22,Same Day,,0
19609,19647,44,Female,No,Laptop,LTP123,4,Cancelled,Bank Transfer,674.32,674.32,1,2024-06-29,Same Day,"Accessory, Accessory",133.89
19610,19648,47,Male,Yes,Tablet,TBL345,1,Cancelled,PayPal,7077.69,786.41,9,2024-02-18,Expedited,"Accessory, Accessory, Extended Warranty",149.32
19611,19649,74,Female,No,Headphones,HDP456,5,Completed,Credit Card,3611.8,361.18,10,2024-01-04,Expedited,,0
19612,19649,74,Female,No,Tablet,TBL345,2,Cancelled,PayPal,7077.69,786.41,9,2024-03-17,Expedited,,0
19613,19649,74,Female,No,Tablet,TBL345,3,Completed,PayPal,786.41,786.41,1,2024-06-04,Same Day,"Extended Warranty, Extended Warranty, Impulse Item",98.18
19614,19650,61,Female,No,Smartwatch,SWT567,5,Cancelled,Bank Transfer,4135.5,459.5,9,2024-02-03,Expedited,Impulse Item,64.88
19615,19650,61,Female,No,Tablet,TBL345,4,Cancelled,Bank Transfer,786.41,786.41,1,2024-08-20,Standard,"Accessory, Accessory, Extended Warranty",138.71
19616,19651,34,Female,Yes,Smartphone,SMP234,1,Cancelled,PayPal,1139.68,1139.68,1,2024-06-03,Standard,"Extended Warranty, Impulse Item",186.96
19617,19652,78,Female,No,Headphones,HDP456,5,Cancelled,Bank Transfer,2889.44,361.18,8,2024-01-11,Expedited,"Extended Warranty, Impulse Item",162.15
19618,19653,39,Female,No,Smartphone,SMP234,5,Cancelled,Credit Card,10257.12,1139.68,9,2024-01-08,Standard,,0
19619,19653,39,Female,No,Headphones,HDP456,2,Cancelled,Bank Transfer,1083.54,361.18,3,2024-03-09,Same Day,,0
19620,19654,52,Female,No,Laptop,LTP123,3,Completed,PayPal,4720.24,674.32,7,2024-02-16,Standard,"Impulse Item, Extended Warranty, Extended Warranty",228.56
19621,19656,56,Female,No,Smartphone,SMP234,1,Completed,Bank Transfer,9117.44,1139.68,8,2024-03-11,Expedited,"Impulse Item, Impulse Item",76.86
19622,19656,56,Female,No,Headphones,HDP456,4,Completed,Credit Card,1805.9,361.18,5,2024-06-17,Expedited,,0
19623,19657,33,Male,No,Smartphone,SMP234,4,Completed,Bank Transfer,1139.68,1139.68,1,2024-09-02,Standard,,0
19624,19658,30,Female,No,Smartwatch,SWT567,3,Completed,PayPal,459.5,459.5,1,2024-03-20,Same Day,"Impulse Item, Accessory, Impulse Item",146.41
19625,19659,67,Female,No,Smartphone,SMP234,4,Cancelled,Bank Transfer,5698.4,1139.68,5,2024-08-20,Same Day,Extended Warranty,55.27
19626,19660,76,Male,Yes,Smartwatch,SWT567,3,Completed,Bank Transfer,919,459.5,2,2024-02-19,Same Day,,0
19627,19660,76,Male,No,Laptop,LTP123,4,Completed,Credit Card,3371.6,674.32,5,2024-06-12,Standard,Extended Warranty,58.05
19628,19661,54,Female,No,Smartwatch,SWT567,1,Completed,Bank Transfer,1378.5,459.5,3,2024-03-07,Same Day,"Impulse Item, Impulse Item",177.69
19629,19662,72,Male,No,Smartwatch,SWT567,5,Cancelled,PayPal,919,459.5,2,2024-03-18,Expedited,,0
19630,19663,30,Female,Yes,Smartphone,SMP234,5,Cancelled,Bank Transfer,1139.68,1139.68,1,2024-02-11,Same Day,"Accessory, Extended Warranty",115.43
19631,19667,48,Female,No,Laptop,LTP123,4,Completed,Bank Transfer,674.32,674.32,1,2024-02-05,Expedited,Impulse Item,24.05
19632,19667,48,Female,No,Laptop,LTP123,1,Completed,Credit Card,6068.88,674.32,9,2024-02-25,Expedited,"Extended Warranty, Extended Warranty",69.85
19633,19668,19,Female,No,Headphones,HDP456,1,Completed,Bank Transfer,3250.62,361.18,9,2024-02-07,Same Day,"Accessory, Accessory, Accessory",133.23
19634,19669,37,Female,No,Smartphone,SMP234,5,Cancelled,Bank Transfer,2279.36,1139.68,2,2024-08-11,Expedited,"Impulse Item, Extended Warranty",131.34
19635,19670,21,Female,Yes,Headphones,HDP456,4,Completed,Bank Transfer,3250.62,361.18,9,2024-02-26,Expedited,"Extended Warranty, Extended Warranty, Impulse Item",135.52
19636,19670,21,Female,Yes,Smartphone,SMP234,1,Completed,Credit Card,1139.68,1139.68,1,2024-07-09,Same Day,"Impulse Item, Impulse Item",102.26
19637,19671,53,Female,No,Laptop,LTP123,4,Cancelled,Credit Card,2697.28,674.32,4,2024-04-19,Same Day,"Impulse Item, Extended Warranty",102.4
19638,19671,53,Female,No,Smartphone,SMP234,1,Cancelled,Credit Card,9117.44,1139.68,8,2024-09-17,Expedited,"Accessory, Accessory, Impulse Item",253.11
19639,19672,25,Female,No,Smartwatch,SWT567,1,Completed,PayPal,3216.5,459.5,7,2024-01-22,Expedited,,0
19640,19672,25,Female,No,Smartwatch,SWT567,4,Completed,PayPal,1378.5,459.5,3,2024-09-21,Standard,"Extended Warranty, Extended Warranty, Extended Warranty",146.71
19641,19673,18,Male,No,Laptop,LTP123,1,Cancelled,Credit Card,674.32,674.32,1,2024-06-28,Same Day,,0
19642,19673,18,Male,Yes,Smartwatch,SWT567,1,Completed,Credit Card,2297.5,459.5,5,2024-07-13,Standard,"Accessory, Impulse Item, Accessory",246.5
19643,19673,18,Male,No,Headphones,HDP456,3,Cancelled,Credit Card,3250.62,361.18,9,2024-08-24,Standard,,0
19644,19675,56,Male,No,Smartphone,SMP234,1,Completed,Bank Transfer,1139.68,1139.68,1,2024-04-27,Same Day,,0
19645,19678,38,Female,No,Smartwatch,SWT567,5,Completed,Credit Card,459.5,459.5,1,2024-05-22,Standard,Accessory,46.55
19646,19679,30,Female,No,Smartphone,SMP234,2,Completed,PayPal,3419.04,1139.68,3,2024-02-13,Same Day,"Impulse Item, Impulse Item, Extended Warranty",203.37
19647,19681,51,Male,No,Smartwatch,SWT567,4,Completed,PayPal,4135.5,459.5,9,2024-04-17,Expedited,Accessory,86.96
19648,19682,28,Female,No,Smartwatch,SWT567,3,Cancelled,Credit Card,1838,459.5,4,2024-04-20,Expedited,,0
19649,19682,28,Female,No,Laptop,LTP123,4,Completed,Bank Transfer,4720.24,674.32,7,2024-07-24,Standard,"Extended Warranty, Accessory, Impulse Item",212.67
19650,19684,36,Female,No,Laptop,LTP123,4,Completed,Bank Transfer,2022.96,674.32,3,2024-08-03,Expedited,"Accessory, Extended Warranty, Extended Warranty",213.52
19651,19686,27,Male,No,Laptop,LTP123,4,Completed,Credit Card,5394.56,674.32,8,2024-02-10,Expedited,Extended Warranty,25.18
19652,19687,33,Female,No,Tablet,TBL345,2,Cancelled,Credit Card,1572.82,786.41,2,2024-07-18,Expedited,Accessory,79.52
19653,19691,28,Female,No,Tablet,TBL345,4,Completed,Credit Card,4718.46,786.41,6,2024-02-28,Standard,Accessory,48.43
19654,19691,28,Female,Yes,Laptop,LTP123,5,Cancelled,Bank Transfer,2697.28,674.32,4,2024-08-25,Same Day,"Accessory, Impulse Item, Extended Warranty",268.43
19655,19692,63,Female,Yes,Smartphone,SMP234,1,Completed,Credit Card,1139.68,1139.68,1,2024-03-24,Standard,,0
19656,19692,63,Female,No,Smartphone,SMP234,1,Completed,Bank Transfer,3419.04,1139.68,3,2024-05-28,Standard,Extended Warranty,21.51
19657,19693,50,Female,Yes,Laptop,LTP123,3,Completed,Credit Card,6743.2,674.32,10,2024-02-04,Expedited,Accessory,47.73
19658,19693,50,Female,No,Laptop,LTP123,3,Cancelled,Credit Card,1348.64,674.32,2,2024-06-16,Same Day,"Extended Warranty, Accessory",118.39
19659,19693,50,Female,No,Laptop,LTP123,1,Completed,Bank Transfer,2022.96,674.32,3,2024-07-28,Standard,,0
19660,19695,37,Male,No,Smartphone,SMP234,5,Completed,Credit Card,1139.68,1139.68,1,2024-06-19,Same Day,,0
19661,19697,72,Male,No,Laptop,LTP123,2,Completed,Credit Card,5394.56,674.32,8,2024-07-02,Same Day,"Extended Warranty, Impulse Item, Impulse Item",186.56
19662,19698,22,Female,Yes,Smartwatch,SWT567,1,Completed,Bank Transfer,459.5,459.5,1,2024-01-18,Expedited,"Extended Warranty, Accessory, Impulse Item",186.16
19663,19698,22,Female,No,Laptop,LTP123,2,Completed,PayPal,3371.6,674.32,5,2024-02-19,Standard,"Extended Warranty, Accessory",153.31
19664,19698,22,Female,Yes,Tablet,TBL345,5,Completed,Bank Transfer,3145.64,786.41,4,2024-07-14,Expedited,"Extended Warranty, Impulse Item",163.83
19665,19701,25,Female,No,Laptop,LTP123,2,Completed,Bank Transfer,5394.56,674.32,8,2024-06-16,Standard,,0
19666,19701,25,Female,No,Smartwatch,SWT567,4,Completed,PayPal,1838,459.5,4,2024-08-30,Same Day,"Impulse Item, Accessory",124.07
19667,19703,67,Male,No,Headphones,HDP456,2,Completed,Bank Transfer,3611.8,361.18,10,2024-06-13,Expedited,"Impulse Item, Extended Warranty, Extended Warranty",216.75
19668,19703,67,Male,No,Headphones,HDP456,5,Completed,Bank Transfer,3611.8,361.18,10,2024-07-16,Same Day,Accessory,16.91
19669,19705,66,Male,No,Smartwatch,SWT567,2,Completed,Bank Transfer,459.5,459.5,1,2024-01-26,Same Day,"Extended Warranty, Impulse Item",155.32
19670,19705,66,Male,No,Tablet,TBL345,3,Cancelled,Credit Card,3932.05,786.41,5,2024-07-08,Same Day,"Accessory, Accessory, Accessory",178.55
19671,19706,40,Male,Yes,Smartwatch,SWT567,2,Completed,Bank Transfer,459.5,459.5,1,2024-06-02,Expedited,"Impulse Item, Accessory, Extended Warranty",172.28
19672,19706,40,Male,No,Laptop,LTP123,3,Completed,PayPal,674.32,674.32,1,2024-07-15,Standard,"Impulse Item, Impulse Item",90
19673,19710,30,Male,No,Tablet,TBL345,4,Completed,Credit Card,786.41,786.41,1,2024-02-10,Standard,"Extended Warranty, Impulse Item",173.91
19674,19710,30,Male,No,Tablet,TBL345,5,Completed,Credit Card,4718.46,786.41,6,2024-05-27,Standard,"Extended Warranty, Accessory",131.91
19675,19711,63,Female,No,Headphones,HDP456,2,Completed,Bank Transfer,3250.62,361.18,9,2024-01-09,Same Day,Extended Warranty,92.46
19676,19711,63,Female,Yes,Smartphone,SMP234,4,Cancelled,PayPal,5698.4,1139.68,5,2024-08-18,Standard,Impulse Item,88.29
19677,19712,60,Male,No,Laptop,LTP123,3,Completed,PayPal,2697.28,674.32,4,2024-06-29,Standard,,0
19678,19713,60,Female,Yes,Headphones,HDP456,4,Cancelled,PayPal,1083.54,361.18,3,2024-02-03,Standard,"Accessory, Extended Warranty",63.84
19679,19713,60,Female,Yes,Tablet,TBL345,3,Completed,PayPal,7077.69,786.41,9,2024-03-19,Standard,"Impulse Item, Accessory, Accessory",144.5
19680,19713,60,Female,No,Tablet,TBL345,3,Cancelled,Credit Card,6291.28,786.41,8,2024-05-05,Same Day,,0
19681,19713,60,Female,Yes,Smartphone,SMP234,3,Completed,Credit Card,4558.72,1139.68,4,2024-06-17,Expedited,Extended Warranty,93.45
19682,19714,43,Female,No,Smartwatch,SWT567,5,Cancelled,PayPal,459.5,459.5,1,2024-09-08,Same Day,"Impulse Item, Extended Warranty, Accessory",102.68
19683,19715,19,Male,No,Smartwatch,SWT567,3,Cancelled,PayPal,4135.5,459.5,9,2024-06-02,Standard,"Impulse Item, Extended Warranty",178.37
19684,19715,19,Male,No,Tablet,TBL345,4,Completed,Credit Card,786.41,786.41,1,2024-07-30,Standard,Accessory,86.7
19685,19716,56,Male,No,Headphones,HDP456,3,Completed,Bank Transfer,722.36,361.18,2,2024-04-28,Same Day,"Impulse Item, Extended Warranty",92.1
19686,19717,60,Male,No,Smartphone,SMP234,1,Cancelled,Credit Card,6838.08,1139.68,6,2024-08-02,Expedited,,0
19687,19718,45,Male,No,Headphones,HDP456,4,Completed,PayPal,1444.72,361.18,4,2024-08-21,Expedited,"Accessory, Extended Warranty, Extended Warranty",81.63
19688,19720,59,Male,No,Smartwatch,SWT567,2,Cancelled,Credit Card,3676,459.5,8,2024-04-09,Standard,"Extended Warranty, Accessory, Impulse Item",156.82
19689,19720,59,Male,No,Smartwatch,SWT567,5,Completed,PayPal,2297.5,459.5,5,2024-05-04,Same Day,"Extended Warranty, Extended Warranty",104.27
19690,19721,45,Male,Yes,Smartphone,SMP234,5,Completed,PayPal,3419.04,1139.68,3,2024-07-10,Expedited,,0
19691,19723,38,Male,No,Smartphone,SMP234,3,Cancelled,PayPal,10257.12,1139.68,9,2024-04-16,Same Day,,0
19692,19723,38,Male,Yes,Headphones,HDP456,5,Completed,Bank Transfer,3250.62,361.18,9,2024-06-30,Same Day,"Accessory, Extended Warranty",73.4
19693,19723,38,Male,Yes,Smartphone,SMP234,2,Cancelled,Credit Card,11396.8,1139.68,10,2024-09-12,Same Day,"Accessory, Accessory, Impulse Item",223.79
19694,19724,40,Male,Yes,Tablet,TBL345,4,Completed,Credit Card,3145.64,786.41,4,2024-05-14,Expedited,,0
19695,19724,40,Male,No,Smartphone,SMP234,1,Completed,PayPal,5698.4,1139.68,5,2024-05-25,Standard,"Impulse Item, Extended Warranty",92.05
19696,19726,67,Female,Yes,Headphones,HDP456,2,Completed,Bank Transfer,2528.26,361.18,7,2024-07-03,Same Day,,0
19697,19727,32,Male,No,Headphones,HDP456,4,Completed,Credit Card,3250.62,361.18,9,2024-06-10,Standard,"Impulse Item, Accessory, Accessory",199.32
19698,19727,32,Male,No,Tablet,TBL345,5,Completed,PayPal,7864.1,786.41,10,2024-07-23,Expedited,"Accessory, Accessory",116.07
19699,19730,53,Male,Yes,Smartphone,SMP234,4,Cancelled,Bank Transfer,7977.76,1139.68,7,2024-02-14,Expedited,Extended Warranty,80.52
19700,19730,53,Male,No,Laptop,LTP123,1,Completed,Credit Card,1348.64,674.32,2,2024-03-30,Standard,"Impulse Item, Accessory",131.4
19701,19731,76,Female,No,Tablet,TBL345,5,Cancelled,Bank Transfer,5504.87,786.41,7,2024-04-21,Same Day,"Extended Warranty, Extended Warranty, Impulse Item",130.52
19702,19731,76,Female,No,Smartphone,SMP234,1,Cancelled,Credit Card,7977.76,1139.68,7,2024-07-20,Same Day,"Impulse Item, Accessory, Impulse Item",208.22
19703,19732,33,Male,No,Headphones,HDP456,1,Cancelled,Bank Transfer,2528.26,361.18,7,2024-02-06,Same Day,"Impulse Item, Accessory, Accessory",142.8
19704,19732,33,Male,Yes,Laptop,LTP123,3,Completed,Bank Transfer,6068.88,674.32,9,2024-09-14,Same Day,Extended Warranty,32.27
19705,19733,35,Female,Yes,Smartwatch,SWT567,2,Cancelled,Bank Transfer,1838,459.5,4,2024-03-11,Same Day,Impulse Item,86.73
19706,19735,58,Male,Yes,Smartwatch,SWT567,5,Completed,PayPal,1378.5,459.5,3,2024-06-13,Expedited,,0
19707,19736,76,Male,No,Smartwatch,SWT567,4,Completed,Bank Transfer,1378.5,459.5,3,2024-02-23,Same Day,"Impulse Item, Extended Warranty, Impulse Item",218.05
19708,19738,80,Female,No,Smartphone,SMP234,5,Completed,Credit Card,7977.76,1139.68,7,2024-02-16,Expedited,,0
19709,19738,80,Female,No,Smartwatch,SWT567,5,Cancelled,Bank Transfer,459.5,459.5,1,2024-02-27,Standard,,0
19710,19739,68,Male,Yes,Laptop,LTP123,1,Completed,Credit Card,5394.56,674.32,8,2024-01-28,Same Day,"Extended Warranty, Impulse Item",180.11
19711,19739,68,Male,Yes,Tablet,TBL345,1,Completed,PayPal,7077.69,786.41,9,2024-05-01,Same Day,"Extended Warranty, Impulse Item, Impulse Item",151.39
19712,19740,65,Male,No,Smartwatch,SWT567,5,Cancelled,Bank Transfer,1378.5,459.5,3,2024-05-12,Expedited,Impulse Item,78.86
19713,19742,37,Male,No,Tablet,TBL345,4,Cancelled,PayPal,786.41,786.41,1,2024-09-08,Same Day,"Accessory, Extended Warranty, Accessory",194.11
19714,19743,32,Female,Yes,Smartwatch,SWT567,1,Completed,Credit Card,2297.5,459.5,5,2024-07-22,Same Day,Accessory,27.28
19715,19743,32,Female,Yes,Smartwatch,SWT567,4,Cancelled,Credit Card,459.5,459.5,1,2024-09-05,Standard,Impulse Item,12.28
19716,19748,57,Female,Yes,Headphones,HDP456,2,Completed,Credit Card,2889.44,361.18,8,2024-02-12,Standard,"Impulse Item, Extended Warranty",77.46
19717,19748,57,Female,No,Smartphone,SMP234,3,Completed,PayPal,1139.68,1139.68,1,2024-02-16,Same Day,"Extended Warranty, Impulse Item",155.56
19718,19748,57,Female,No,Smartphone,SMP234,2,Completed,Bank Transfer,1139.68,1139.68,1,2024-03-31,Same Day,,0
19719,19750,62,Female,Yes,Laptop,LTP123,4,Cancelled,Credit Card,674.32,674.32,1,2024-01-16,Expedited,"Accessory, Accessory",178.44
19720,19751,73,Male,No,Smartphone,SMP234,5,Cancelled,Bank Transfer,7977.76,1139.68,7,2024-02-14,Expedited,"Accessory, Accessory, Extended Warranty",201.51
19721,19751,73,Male,No,Laptop,LTP123,5,Cancelled,Bank Transfer,674.32,674.32,1,2024-04-28,Same Day,,0
19722,19753,66,Female,Yes,Smartwatch,SWT567,1,Cancelled,PayPal,4135.5,459.5,9,2024-02-11,Same Day,"Extended Warranty, Accessory",119.32
19723,19754,34,Male,Yes,Smartwatch,SWT567,2,Completed,PayPal,2297.5,459.5,5,2024-09-09,Expedited,Extended Warranty,78.9
19724,19755,71,Male,No,Tablet,TBL345,5,Completed,Credit Card,4718.46,786.41,6,2024-02-11,Standard,"Accessory, Impulse Item",145.14
19725,19757,35,Female,No,Laptop,LTP123,3,Completed,Bank Transfer,1348.64,674.32,2,2024-02-21,Standard,,0
19726,19758,34,Female,No,Headphones,HDP456,3,Completed,Credit Card,361.18,361.18,1,2024-02-19,Standard,,0
19727,19759,21,Male,No,Smartphone,SMP234,4,Completed,Bank Transfer,11396.8,1139.68,10,2024-03-25,Same Day,,0
19728,19759,21,Male,Yes,Tablet,TBL345,4,Completed,Credit Card,2359.23,786.41,3,2024-05-03,Expedited,"Extended Warranty, Extended Warranty",108.27
19729,19760,28,Female,No,Smartphone,SMP234,4,Completed,Credit Card,5698.4,1139.68,5,2024-06-12,Same Day,"Accessory, Impulse Item, Extended Warranty",158.02
19730,19761,38,Female,No,Laptop,LTP123,3,Completed,Credit Card,4045.92,674.32,6,2024-08-23,Expedited,"Impulse Item, Accessory",51.18
19731,19761,38,Female,No,Headphones,HDP456,5,Completed,Credit Card,3611.8,361.18,10,2024-08-27,Standard,Accessory,54.91
19732,19762,57,Female,Yes,Headphones,HDP456,5,Completed,Bank Transfer,2528.26,361.18,7,2024-06-10,Same Day,Extended Warranty,64.48
19733,19763,30,Male,No,Smartphone,SMP234,4,Cancelled,Bank Transfer,9117.44,1139.68,8,2024-09-09,Standard,"Accessory, Accessory, Extended Warranty",160.17
19734,19764,50,Male,No,Laptop,LTP123,4,Completed,Bank Transfer,4045.92,674.32,6,2024-02-21,Standard,Impulse Item,67.29
19735,19766,61,Male,No,Smartwatch,SWT567,1,Completed,PayPal,4595,459.5,10,2024-07-19,Expedited,Accessory,86.54
19736,19769,69,Male,No,Smartwatch,SWT567,5,Completed,PayPal,4595,459.5,10,2024-04-20,Same Day,,0
19737,19769,69,Male,No,Headphones,HDP456,2,Completed,Credit Card,1083.54,361.18,3,2024-05-31,Same Day,"Accessory, Impulse Item, Extended Warranty",147.96
19738,19772,48,Female,No,Smartphone,SMP234,5,Completed,PayPal,5698.4,1139.68,5,2024-09-21,Same Day,"Accessory, Extended Warranty",74.88
19739,19775,60,Male,No,Headphones,HDP456,3,Completed,Credit Card,1805.9,361.18,5,2024-06-29,Standard,,0
19740,19775,60,Male,Yes,Headphones,HDP456,3,Cancelled,Credit Card,1805.9,361.18,5,2024-08-09,Standard,,0
19741,19776,73,Female,No,Headphones,HDP456,4,Completed,PayPal,2889.44,361.18,8,2024-08-18,Same Day,"Accessory, Impulse Item, Extended Warranty",105.14
19742,19777,70,Female,No,Smartphone,SMP234,3,Cancelled,Bank Transfer,3419.04,1139.68,3,2024-02-24,Standard,"Accessory, Extended Warranty",130.45
19743,19779,52,Male,No,Smartwatch,SWT567,5,Cancelled,Credit Card,1378.5,459.5,3,2024-06-09,Same Day,"Accessory, Impulse Item",125.57
19744,19780,68,Male,No,Smartphone,SMP234,3,Completed,Bank Transfer,11396.8,1139.68,10,2024-06-13,Same Day,"Impulse Item, Accessory, Extended Warranty",122.84
19745,19782,56,Female,Yes,Laptop,LTP123,2,Cancelled,PayPal,4720.24,674.32,7,2024-09-06,Expedited,Impulse Item,98.78
19746,19784,22,Male,Yes,Headphones,HDP456,2,Completed,PayPal,3250.62,361.18,9,2024-01-07,Standard,,0
19747,19784,22,Male,No,Laptop,LTP123,4,Completed,Credit Card,1348.64,674.32,2,2024-01-12,Same Day,,0
19748,19784,22,Male,No,Laptop,LTP123,5,Cancelled,Bank Transfer,6068.88,674.32,9,2024-05-01,Standard,,0
19749,19784,22,Male,No,Smartphone,SMP234,1,Completed,Bank Transfer,6838.08,1139.68,6,2024-09-08,Same Day,Accessory,97.44
19750,19785,76,Male,No,Smartphone,SMP234,2,Cancelled,Credit Card,1139.68,1139.68,1,2024-08-14,Same Day,"Extended Warranty, Accessory",110.25
19751,19786,22,Female,No,Smartphone,SMP234,5,Cancelled,Bank Transfer,10257.12,1139.68,9,2024-01-16,Expedited,,0
19752,19786,22,Female,No,Smartwatch,SWT567,1,Completed,Credit Card,3216.5,459.5,7,2024-08-09,Standard,Extended Warranty,19.9
19753,19786,22,Female,No,Smartwatch,SWT567,4,Completed,PayPal,3676,459.5,8,2024-09-08,Standard,Extended Warranty,36.29
